State,Bill Number,Summary,NCDP Categories,Subcategory,Hazard Type
New York,A 7577,"Extends the effectiveness of the Upstate Flood Mitigation Task Force until July 1, 2023.",Governance,Governance,"Disaster Mitigation, Disaster Mitigation-Flooding"
New York,S 7775,Directs the commissioner of agriculture and markets in conjunction with the state soil and water conservation committee to promulgate rules and regulations to further the climate resilient farming initiative.,Governance,Governance,"Climate Change, Climate Change - Adaptation and Environment, Climate Change - Carbon Capture and Sequestration"
New York,S 8204,"Amends the canal law, in relation to designating the director of the upstate flood mitigation task force and assessments of Erie Canal system operation procedures related to flood mitigation and management, amends the canal law relating to the upstate flood mitigation task force.",Governance,Governance,"Disaster Mitigation, Disaster Mitigation-Flooding"
Oklahoma,H 3819,"Relates to rural hazard mitigation funding, enacts the Oklahoma Disaster Mitigation and Recovery Matching Fund Act, makes appropriation to the Oklahoma Disaster Mitigation and Recovery Matching Fund, imposes restrictions related to matching for federal funds, provides for administration for fund, creates accounts, provides for subaccounts, authorizes use of funds for certain unincorporated areas, authorizes use of funds for benefit of certain municipalities, prohibits certain funds transfers.",Governance,Governance,Disaster Mitigation
Oregon,H 4067,"Relates to the urban flood safety and water quality district, creates new provisions, fills any vacancy among the appointed directors of the board of directors.",Governance,Governance,Disaster Mitigation-Flooding
Oregon,H 4156,"Relates to state financial administration, transfers Oregon Pre-Disaster Mitigation Fund to Oregon Department of Emergency Management.",Governance,Governance,Disaster Mitigation
Oregon,S 1533,"Relates to wildfire, makes federally recognized Indian tribes in the State eligible for certain grants and services relating to clean air shelters and smoke filtration systems, amends provisions relating to minimum defensible space requirements for wildfire risk reduction.",Governance,Governance,Disaster Mitigation-Wildfire
Oregon,S 1536,"Limits restrictions on portable cooling devices in residences by landlords, homeowners associations, condominium associations and local governments.",Governance,Governance,"Disaster Mitigation, Heat"
Oregon,S 1546,Establishes Elliott State Research Forest consisting of lands formerly constituting Elliott State Forest.,Governance,Governance,Climate Change - Adaptation and Environment
Rhode Island,H 5445,"Establishes a statewide greenhouse gas emission reduction mandate, modifies provisions relating to membership, purpose, and duties of the executive climate change coordinating council.",Governance,Governance,Disaster Mitigation
Rhode Island,H 5760,"Creates a forest conservation commission, to be coordinated with the department of environmental management, to seek new funding and identify incentives for landowners to maintain their land as forest.",Governance,Governance,"Land-Forests, Disaster Mitigation"
Rhode Island,H 5920,"Relates to towns and cities -- coastal hazards, authorizes the state's twenty-one coastal communities to adopt the coastal resources management council's (CRMC) coastal hazard application process applicable to a local overlay district.",Governance,Governance,Disaster Mitigation-Flooding
Rhode Island,H 8295,"Amends dam safety standards to require the state building code standards committee to take into account climate change effect on inundation areas below dams classified as high, significant, or low hazard.",Governance,Governance,"Disaster Mitigation, Flooding"
Rhode Island,S 2294,"Amends dam safety standards to require the state building code standards committee to take into account climate change effect on inundation areas below dams classified as high, significant, or low hazard.",Governance,Governance,"Disaster Mitigation, Flooding"
